customer_id,senior_citizen,partner,tenure_months,contract,internet_service,payment_method,paperless_billing,monthly_charges,total_charges,support_calls,churn
C102285,0,Yes,23,Month-to-month,Fiber optic,Electronic check,Yes,69.3,1615.31,1,Yes
C102286,0,Yes,64,Two year,No,Mailed check,Yes,18.0,1163.47,1,No
C102287,0,No,10,One year,DSL,Credit card,No,120.35,1200.6,0,Yes
C102288,0,Yes,48,Month-to-month,Fiber optic,Mailed check,No,61.07,2908.5,0,Yes
C102289,0,No,37,Month-to-month,DSL,Electronic check,No,45.3,1673.26,1,Yes
C102290,0,Yes,15,Two year,Fiber optic,Bank transfer,No,36.28,574.59,1,No
C102291,0,Yes,67,One year,DSL,Credit card,No,59.91,3973.6,1,No
C102292,0,Yes,55,One year,No,Mailed check,Yes,53.12,2882.5,0,No
C102293,0,No,0,Month-to-month,DSL,Electronic check,Yes,47.89,,1,Yes
C102294,0,Yes,6,Month-to-month,DSL,Bank transfer,No,49.54,296.57,2,Yes
C102295,1,No,4,Month-to-month,DSL,Mailed check,No,85.89,331.15,0,No
C102296,0,No,30,One year,No,Bank transfer,Yes,130.0,3916.07,0,No
C102297,1,Yes,30,Month-to-month,Fiber optic,Electronic check,No,94.62,2865.82,1,Yes
C102298,0,No,52,Month-to-month,Fiber optic,Electronic check,Yes,103.68,5398.33,1,Yes
C102299,0,No,49,One year,Fiber optic,Mailed check,Yes,58.68,2889.33,1,No
C102300,0,Yes,1,Two year,DSL,Bank transfer,Yes,73.14,79.94,2,No
C102301,0,Yes,34,One year,DSL,Mailed check,No,82.79,2815.1,0,No
C102302,0,Yes,57,Month-to-month,DSL,Electronic check,No,50.21,2829.63,1,No
C102303,0,No,65,Month-to-month,Fiber optic,Mailed check,Yes,57.23,3694.25,2,Yes
C102304,0,Yes,21,Month-to-month,Fiber optic,Bank transfer,No,95.64,1974.67,0,Yes
C102305,0,No,3,Month-to-month,DSL,Electronic check,No,102.71,304.42,4,Yes
C102306,0,Yes,11,Month-to-month,No,Bank transfer,No,72.02,798.03,1,No
C102307,0,No,24,Month-to-month,Fiber optic,Bank transfer,Yes,34.15,783.37,0,Yes
C102308,0,No,32,One year,Fiber optic,Mailed check,Yes,61.13,1957.97,3,No
C102309,0,Yes,25,Two year,Fiber optic,Credit card,Yes,26.76,647.12,3,No
C102310,1,No,6,Two year,Fiber optic,Credit card,Yes,72.26,406.83,1,No
C102311,0,Yes,24,Month-to-month,Fiber optic,Electronic check,No,77.66,1848.21,4,Yes
C102312,0,No,21,Month-to-month,Fiber optic,Electronic check,Yes,61.88,1271.47,2,Yes
C102313,0,No,35,Month-to-month,DSL,Electronic check,Yes,77.25,2718.92,3,Yes
C102314,0,No,5,Month-to-month,Fiber optic,Electronic check,No,82.51,408.35,1,Yes
C102315,0,No,57,Month-to-month,Fiber optic,Mailed check,Yes,77.71,4449.85,5,No
C102316,0,No,30,Month-to-month,Fiber optic,Credit card,No,33.95,1007.41,1,Yes
C102317,0,No,23,One year,No,Credit card,Yes,62.4,1425.06,1,No
C102318,0,No,66,Month-to-month,Fiber optic,Electronic check,No,82.3,5478.63,2,No
C102319,0,Yes,54,Two year,Fiber optic,Mailed check,No,117.36,6296.86,3,No
C102320,0,Yes,9,Month-to-month,Fiber optic,Electronic check,Yes,61.84,588.67,1,Yes
C102321,0,No,10,Month-to-month,DSL,Mailed check,Yes,86.53,906.66,3,Yes
C102322,1,No,0,Month-to-month,No,Electronic check,No,96.34,,1,Yes
C102323,0,No,40,Month-to-month,Fiber optic,Credit card,Yes,64.1,2555.74,1,No
C102324,0,No,25,Month-to-month,Fiber optic,Credit card,Yes,104.45,2646.92,0,No
C102325,0,No,27,Two year,Fiber optic,Electronic check,No,106.07,2855.85,0,No
C102326,0,No,37,Month-to-month,DSL,Bank transfer,Yes,111.41,4104.53,3,No
C102327,0,Yes,39,Month-to-month,No,Mailed check,Yes,83.75,3256.54,2,Yes
C102328,0,Yes,0,One year,Fiber optic,Credit card,Yes,130.0,,2,No
C102329,0,No,7,Month-to-month,Fiber optic,Mailed check,Yes,51.54,337.11,1,No
C102330,0,No,57,One year,DSL,Electronic check,Yes,130.0,7437.75,0,No
C102331,0,No,69,Month-to-month,DSL,Bank transfer,Yes,93.05,6401.11,1,No
C102332,0,No,61,Two year,Fiber optic,Electronic check,Yes,110.21,6722.07,1,No
C102333,0,Yes,66,Month-to-month,Fiber optic,Bank transfer,No,60.4,3950.31,0,No
C102334,0,No,33,Month-to-month,Fiber optic,Electronic check,No,95.33,3146.66,1,Yes
C102335,0,No,60,One year,DSL,Bank transfer,Yes,112.81,6739.7,0,No
C102336,0,No,64,Two year,DSL,Credit card,Yes,37.38,2362.81,1,No
C102337,0,Yes,65,Month-to-month,DSL,Electronic check,No,65.1,4228.77,1,Yes
C102338,0,No,10,One year,No,Mailed check,No,18.0,206.42,1,No
C102339,0,Yes,10,Month-to-month,Fiber optic,Bank transfer,No,64.65,657.51,2,Yes
C102340,1,No,29,Month-to-month,Fiber optic,Electronic check,No,45.52,1332.81,1,Yes
C102341,0,No,36,Month-to-month,Fiber optic,Mailed check,No,63.47,2281.67,2,Yes
C102342,0,No,69,One year,No,Bank transfer,Yes,130.0,8961.61,0,No
C102343,0,No,23,Month-to-month,DSL,Mailed check,No,121.53,2814.97,3,Yes
C102344,0,No,60,One year,Fiber optic,Credit card,Yes,26.82,1595.12,3,No
C102345,0,No,64,Month-to-month,Fiber optic,Mailed check,Yes,86.67,5567.74,1,No
C102346,1,No,70,Two year,DSL,Bank transfer,Yes,93.97,6608.8,1,No
C102347,1,No,13,Two year,DSL,Electronic check,Yes,59.86,757.15,0,No
C102348,0,No,17,Month-to-month,DSL,Electronic check,Yes,75.35,1263.59,0,No
C102349,0,Yes,16,Month-to-month,Fiber optic,Electronic check,Yes,78.28,1238.84,1,Yes
C102350,0,Yes,53,Month-to-month,No,Credit card,Yes,29.6,1532.13,2,No
C102351,1,Yes,50,Two year,DSL,Credit card,No,39.06,1941.26,2,No
C102352,0,Yes,29,Month-to-month,DSL,Credit card,Yes,75.17,2212.47,0,No
C102353,0,No,6,Month-to-month,DSL,Electronic check,Yes,72.98,411.74,0,Yes
C102354,0,Yes,38,Month-to-month,No,Mailed check,Yes,48.74,1885.25,1,No
C102355,0,No,53,One year,No,Credit card,No,46.17,2436.17,1,No
C102356,0,No,34,Month-to-month,DSL,Bank transfer,No,67.31,2341.39,1,No
C102357,0,Yes,19,Month-to-month,Fiber optic,Electronic check,Yes,96.58,1817.97,2,Yes
C102358,0,No,43,Two year,Fiber optic,Credit card,No,67.71,2907.93,3,No
C102359,0,No,48,Month-to-month,No,Electronic check,No,118.68,5673.89,0,Yes
C102360,0,No,43,Two year,DSL,Electronic check,Yes,49.13,2095.4,3,No
C102361,0,No,63,Month-to-month,Fiber optic,Credit card,Yes,75.79,4808.22,2,No
C102362,0,No,22,Month-to-month,Fiber optic,Mailed check,No,59.37,1318.0,1,Yes
C102363,0,Yes,44,Two year,No,Mailed check,No,87.64,3881.88,1,Yes
C102364,0,No,62,One year,No,Mailed check,Yes,46.55,2853.21,3,No
C102365,1,No,15,One year,No,Credit card,Yes,127.82,1933.67,0,Yes
C102366,0,No,20,Month-to-month,Fiber optic,Electronic check,Yes,19.28,361.31,1,Yes
C102367,0,Yes,3,Month-to-month,No,Bank transfer,Yes,121.46,330.95,1,Yes
C102368,0,Yes,27,Month-to-month,No,Electronic check,No,72.7,1968.87,1,Yes
C102369,0,Yes,3,Month-to-month,Fiber optic,Electronic check,Yes,86.57,265.42,1,Yes
C102370,0,No,54,Month-to-month,Fiber optic,Mailed check,Yes,110.04,5943.49,1,Yes
C102371,0,No,6,Month-to-month,No,Mailed check,Yes,95.73,592.32,4,Yes
C102372,0,No,50,Month-to-month,Fiber optic,Electronic check,Yes,48.1,2426.84,1,Yes
C102373,0,Yes,42,Month-to-month,DSL,Mailed check,No,88.0,3732.74,1,No
C102374,0,Yes,72,Month-to-month,DSL,Bank transfer,No,126.02,9043.68,2,No
C102375,0,Yes,25,Month-to-month,DSL,Bank transfer,Yes,43.38,1122.05,0,No
C102376,0,No,25,Two year,Fiber optic,Bank transfer,No,130.0,3297.06,0,No
C102377,0,Yes,17,One year,DSL,Credit card,Yes,81.57,1377.53,3,No
C102378,0,No,39,Month-to-month,Fiber optic,Mailed check,Yes,57.0,2181.29,0,Yes
C102379,1,No,16,One year,No,Mailed check,No,43.2,656.61,0,No
C102380,0,No,8,Two year,Fiber optic,Mailed check,Yes,63.3,494.85,1,No
C102381,0,Yes,69,Month-to-month,DSL,Mailed check,Yes,18.0,1292.35,3,No
C102382,0,Yes,49,Month-to-month,No,Electronic check,Yes,57.54,2819.89,0,No
C102383,0,No,8,Month-to-month,Fiber optic,Electronic check,No,62.11,481.45,1,No
C102384,0,Yes,45,Month-to-month,Fiber optic,Electronic check,No,37.77,1682.51,0,Yes
C102385,0,No,22,One year,DSL,Mailed check,No,92.44,2000.61,1,No
C102386,0,No,13,Two year,Fiber optic,Credit card,No,63.44,846.58,0,No
C102387,0,No,34,Month-to-month,Fiber optic,Bank transfer,Yes,50.93,1729.32,2,Yes
C102388,0,No,57,One year,DSL,Mailed check,No,60.24,3486.18,1,No
C102389,0,Yes,0,Month-to-month,No,Mailed check,No,80.65,,2,No
C102390,1,No,25,One year,DSL,Bank transfer,Yes,72.2,1825.75,1,No
C102391,0,No,67,One year,Fiber optic,Mailed check,No,48.97,3274.94,0,Yes
C102392,0,No,28,Month-to-month,No,Mailed check,No,73.77,2038.28,1,Yes
C102393,0,Yes,7,Month-to-month,DSL,Bank transfer,Yes,68.48,457.52,0,No
C102394,0,Yes,31,One year,Fiber optic,Electronic check,Yes,35.82,1076.19,1,No
C102395,0,Yes,49,Two year,Fiber optic,Mailed check,No,61.34,3028.42,1,No
C102396,0,No,72,Month-to-month,Fiber optic,Mailed check,Yes,87.38,6281.74,4,No
C102397,0,No,45,Month-to-month,Fiber optic,Bank transfer,Yes,87.16,3946.01,5,Yes
C102398,0,No,3,Month-to-month,DSL,Credit card,No,63.1,192.7,2,No
C102399,0,Yes,59,One year,Fiber optic,Credit card,No,90.3,5320.38,0,No
C102400,0,No,56,One year,DSL,Mailed check,Yes,40.6,2244.36,1,No
C102401,0,Yes,47,One year,Fiber optic,Electronic check,No,41.53,1959.45,0,No
C102402,0,Yes,65,One year,Fiber optic,Bank transfer,Yes,62.46,4054.43,1,No
C102403,0,Yes,56,Two year,Fiber optic,Credit card,No,114.93,6458.63,0,No
C102404,0,Yes,16,Two year,DSL,Credit card,No,74.9,1180.51,2,No
C102405,0,No,30,Month-to-month,DSL,Credit card,Yes,61.74,1867.6,1,Yes
C102406,0,No,37,One year,Fiber optic,Electronic check,Yes,116.32,4344.86,3,Yes
C102407,0,No,35,Month-to-month,Fiber optic,Bank transfer,No,61.39,2155.46,5,Yes
C102408,1,No,46,Month-to-month,Fiber optic,Credit card,No,130.0,5999.63,0,Yes
C102409,0,Yes,51,Two year,No,Bank transfer,Yes,54.66,2801.96,0,No
C102410,0,No,7,One year,Fiber optic,Bank transfer,Yes,39.65,325.0,0,Yes
C102411,0,Yes,41,Two year,DSL,Mailed check,No,65.01,2674.7,0,No
C102412,0,Yes,2,Month-to-month,Fiber optic,Bank transfer,No,62.53,142.56,0,Yes
C102413,1,No,37,Month-to-month,Fiber optic,Electronic check,Yes,45.77,1692.58,2,Yes
C102414,0,No,30,Month-to-month,DSL,Electronic check,No,130.0,3880.64,2,Yes
C102415,0,No,15,Month-to-month,DSL,Credit card,No,79.56,1163.2,0,Yes
C102416,1,No,72,Month-to-month,Fiber optic,Credit card,No,83.93,6074.63,3,No
C102417,1,Yes,18,Month-to-month,No,Credit card,No,56.14,985.31,2,Yes
C102418,1,Yes,4,Month-to-month,Fiber optic,Electronic check,Yes,52.67,229.33,2,Yes
C102419,0,Yes,26,Two year,Fiber optic,Electronic check,No,100.77,2630.42,1,No
C102420,0,No,55,Month-to-month,Fiber optic,Electronic check,Yes,19.72,1107.54,2,No
C102421,0,Yes,0,Month-to-month,DSL,Credit card,No,35.71,,1,No
C102422,0,Yes,35,One year,No,Bank transfer,No,62.58,2170.53,0,No
C102423,0,Yes,30,Month-to-month,Fiber optic,Credit card,Yes,110.53,3325.36,0,Yes
C102424,0,Yes,63,Two year,No,Mailed check,Yes,58.76,3694.57,2,No
C102425,0,Yes,0,One year,DSL,Mailed check,No,82.48,,3,No
C102426,0,No,1,Month-to-month,No,Credit card,No,70.83,119.29,1,Yes
C102427,0,Yes,41,One year,No,Electronic check,Yes,108.89,4444.7,1,No
C102428,0,No,13,One year,No,Credit card,Yes,22.46,267.14,2,No
C102429,1,No,51,One year,DSL,Bank transfer,Yes,92.08,4690.03,3,No
C102430,0,No,20,Two year,Fiber optic,Electronic check,Yes,64.03,1311.92,1,No
C102431,0,No,41,One year,DSL,Electronic check,No,97.75,3953.58,1,No
C102432,0,No,2,One year,DSL,Credit card,Yes,45.42,120.09,1,No
C102433,0,No,50,Month-to-month,Fiber optic,Bank transfer,No,70.73,3513.71,2,No
C102434,0,Yes,37,One year,DSL,Bank transfer,No,66.92,2482.65,3,No
C102435,1,Yes,0,Two year,Fiber optic,Bank transfer,Yes,39.93,,1,No
C102436,0,Yes,19,One year,No,Mailed check,No,31.59,650.01,2,No
C102437,0,Yes,4,One year,Fiber optic,Credit card,Yes,52.59,213.48,0,Yes
C102438,0,No,3,Month-to-month,No,Credit card,No,73.9,204.0,0,Yes
C102439,0,Yes,50,One year,Fiber optic,Electronic check,Yes,47.29,2356.97,3,No
C102440,0,Yes,31,Two year,Fiber optic,Bank transfer,Yes,60.1,1865.34,0,No
C102441,0,No,58,Month-to-month,No,Electronic check,Yes,18.0,1048.44,0,No
C102442,0,Yes,18,Month-to-month,No,Electronic check,Yes,58.88,1070.81,1,Yes
C102443,0,Yes,52,Month-to-month,DSL,Mailed check,No,100.71,5236.88,3,Yes
C102444,0,No,44,Month-to-month,No,Credit card,Yes,91.16,3976.61,1,No
C102445,0,Yes,48,One year,Fiber optic,Electronic check,Yes,67.39,3226.21,1,No
C102446,0,No,60,Month-to-month,No,Mailed check,Yes,77.31,4653.77,0,No
C102447,0,Yes,51,Month-to-month,Fiber optic,Bank transfer,No,45.15,2285.9,1,Yes
C102448,0,Yes,54,One year,DSL,Electronic check,No,118.73,6428.24,0,No
C102449,0,No,53,One year,DSL,Credit card,No,130.0,6890.79,2,No
C102450,0,Yes,32,One year,Fiber optic,Credit card,Yes,74.94,2392.64,1,No
C102451,0,No,52,One year,DSL,Electronic check,Yes,130.0,6789.85,1,No
C102452,0,No,61,One year,DSL,Electronic check,Yes,49.59,2981.54,0,No
C102453,0,Yes,53,One year,Fiber optic,Credit card,Yes,32.47,1704.03,2,No
C102454,0,Yes,44,One year,No,Electronic check,Yes,48.71,2174.05,0,No
C102455,0,No,5,Month-to-month,DSL,Electronic check,Yes,63.42,362.85,0,Yes
C102456,0,Yes,31,One year,Fiber optic,Credit card,No,130.0,4087.15,1,No
C102457,0,No,4,Month-to-month,DSL,Credit card,Yes,61.57,247.54,1,Yes
C102458,0,No,7,Month-to-month,Fiber optic,Bank transfer,Yes,44.21,320.92,0,No
C102459,0,Yes,26,Month-to-month,Fiber optic,Mailed check,No,43.05,1139.74,0,No
C102460,0,No,33,Two year,DSL,Credit card,No,104.2,3470.48,0,No
C102461,0,No,38,One year,Fiber optic,Bank transfer,No,99.92,3804.79,1,No
C102462,0,Yes,65,Month-to-month,Fiber optic,Bank transfer,Yes,55.44,3626.75,1,No
C102463,0,Yes,55,One year,DSL,Credit card,No,18.0,1001.49,1,No
C102464,0,Yes,30,Month-to-month,Fiber optic,Bank transfer,No,36.14,1097.26,0,Yes
C102465,0,Yes,24,One year,No,Mailed check,No,121.64,2896.4,0,No
C102466,0,Yes,52,Two year,No,Mailed check,Yes,90.66,4706.09,0,No
C102467,1,Yes,20,One year,Fiber optic,Mailed check,Yes,71.96,1426.13,0,No
C102468,0,No,64,One year,DSL,Mailed check,Yes,126.06,8038.12,1,No
C102469,0,No,57,Month-to-month,Fiber optic,Mailed check,Yes,128.75,7297.46,1,Yes
C102470,0,No,49,Month-to-month,DSL,Mailed check,No,68.92,3366.49,1,No
C102471,0,No,18,Two year,Fiber optic,Credit card,No,69.47,1243.86,1,No
C102472,0,No,45,One year,No,Mailed check,Yes,52.54,2366.93,1,No
C102473,0,Yes,59,Month-to-month,Fiber optic,Electronic check,Yes,61.46,3640.03,0,Yes
C102474,0,Yes,5,Month-to-month,DSL,Electronic check,Yes,25.41,131.75,1,Yes
C102475,0,Yes,12,Month-to-month,Fiber optic,Electronic check,No,25.29,297.06,0,Yes
C102476,1,No,37,Month-to-month,Fiber optic,Credit card,Yes,18.32,654.96,2,No
C102477,0,No,26,Month-to-month,DSL,Mailed check,No,102.53,2687.71,0,No
C102478,0,No,51,Month-to-month,DSL,Electronic check,Yes,23.16,1178.61,0,No
C102479,0,No,29,Two year,No,Credit card,Yes,128.5,3715.66,0,No
C102480,0,No,72,Month-to-month,Fiber optic,Electronic check,Yes,48.09,3457.82,1,No
C102481,1,Yes,21,Month-to-month,Fiber optic,Electronic check,Yes,122.12,2546.2,3,Yes
C102482,0,No,26,Month-to-month,Fiber optic,Credit card,Yes,59.05,1522.03,3,Yes
C102483,0,Yes,0,Month-to-month,Fiber optic,Mailed check,Yes,23.01,,2,Yes
C102484,0,No,18,Two year,No,Bank transfer,Yes,108.51,1946.0,2,No
C102485,0,Yes,17,Month-to-month,No,Credit card,No,112.06,1921.41,1,No
C102486,1,Yes,55,One year,No,Credit card,No,42.82,2365.28,2,Yes
C102487,0,Yes,24,Two year,Fiber optic,Electronic check,Yes,60.05,1479.87,2,No
C102488,0,No,14,Month-to-month,Fiber optic,Credit card,Yes,42.83,629.91,1,No
C102489,0,Yes,22,One year,DSL,Bank transfer,Yes,66.38,1509.27,1,No
C102490,1,No,41,Two year,Fiber optic,Electronic check,Yes,73.23,3016.41,2,No
C102491,0,Yes,57,Month-to-month,DSL,Credit card,No,59.46,3402.8,0,No
C102492,1,No,71,Month-to-month,Fiber optic,Mailed check,Yes,18.0,1265.81,0,No
C102493,0,Yes,3,Two year,Fiber optic,Credit card,Yes,52.57,178.36,0,No
C102494,0,Yes,61,Two year,No,Bank transfer,No,91.11,5541.31,0,No
C102495,0,Yes,28,Month-to-month,Fiber optic,Mailed check,No,63.73,1747.68,0,Yes
C102496,0,Yes,59,One year,No,Electronic check,No,60.18,3588.78,3,No
C102497,0,No,2,Month-to-month,Fiber optic,Credit card,Yes,42.08,52.93,2,Yes
C102498,0,Yes,45,Two year,Fiber optic,Mailed check,No,51.7,2337.47,3,No
C102499,1,No,67,Month-to-month,Fiber optic,Electronic check,Yes,112.27,7500.08,2,No
C102500,1,No,2,Month-to-month,Fiber optic,Electronic check,No,35.81,99.79,0,Yes
C102501,0,No,57,One year,DSL,Bank transfer,No,91.62,5253.91,1,No
C102502,0,No,8,Two year,Fiber optic,Electronic check,No,71.41,584.51,0,No
C102503,0,No,71,Two year,DSL,Bank transfer,No,77.34,5522.3,0,No
C102504,0,Yes,54,Month-to-month,No,Bank transfer,Yes,48.03,2593.8,5,No
C102505,0,No,66,Month-to-month,Fiber optic,Electronic check,Yes,59.45,3979.55,1,Yes
C102506,0,Yes,65,Two year,Fiber optic,Mailed check,Yes,69.83,4557.6,0,No
C102507,0,No,23,Two year,Fiber optic,Electronic check,Yes,54.38,1228.23,1,No
C102508,0,Yes,30,Month-to-month,No,Credit card,No,79.94,2399.94,1,No
C102509,0,No,50,One year,DSL,Credit card,Yes,83.72,4182.19,0,No
C102510,0,No,12,Month-to-month,Fiber optic,Electronic check,Yes,130.0,1553.74,1,Yes
C102511,1,Yes,22,Month-to-month,DSL,Mailed check,Yes,78.35,1682.27,2,Yes
C102512,0,Yes,7,Month-to-month,DSL,Mailed check,Yes,18.0,135.67,1,No
C102513,1,Yes,64,Month-to-month,Fiber optic,Credit card,No,104.89,6678.32,0,Yes
C102514,0,No,18,Month-to-month,Fiber optic,Mailed check,No,63.88,1086.7,1,Yes
C102515,0,Yes,29,Two year,No,Mailed check,No,130.0,3761.4,2,No
C102516,0,Yes,33,Month-to-month,Fiber optic,Credit card,Yes,114.13,3747.39,2,Yes
C102517,0,Yes,27,Month-to-month,Fiber optic,Electronic check,Yes,54.84,1459.14,1,Yes
C102518,0,No,56,Month-to-month,Fiber optic,Mailed check,Yes,91.66,5055.38,1,Yes
C102519,1,No,66,Month-to-month,DSL,Electronic check,No,52.18,3422.61,0,No
C102520,0,No,41,Month-to-month,DSL,Bank transfer,Yes,70.08,2868.94,2,No
C102521,0,Yes,61,One year,Fiber optic,Mailed check,Yes,90.28,5491.23,1,No
C102522,0,No,8,Month-to-month,Fiber optic,Credit card,No,103.39,836.8,1,Yes
C102523,0,No,70,One year,DSL,Mailed check,No,96.86,6815.02,2,Yes
C102524,0,Yes,8,Two year,Fiber optic,Electronic check,Yes,72.25,590.91,1,No
C102525,0,Yes,4,Month-to-month,No,Credit card,Yes,130.0,545.66,3,Yes
C102526,0,Yes,1,Two year,Fiber optic,Credit card,No,59.05,86.78,3,No
C102527,0,Yes,17,Two year,Fiber optic,Bank transfer,No,21.78,344.79,2,No
C102528,0,No,61,Two year,No,Bank transfer,No,27.56,1692.14,1,No
C102529,1,Yes,21,One year,No,Electronic check,Yes,114.22,2423.5,3,No
C102530,0,No,57,One year,Fiber optic,Bank transfer,Yes,67.7,3848.0,1,No
C102531,1,No,30,One year,No,Electronic check,No,74.77,2223.33,0,No
C102532,0,No,7,One year,DSL,Electronic check,Yes,53.72,389.3,0,No
C102533,0,No,34,Month-to-month,Fiber optic,Credit card,Yes,56.42,1881.24,1,Yes
C102534,0,Yes,16,Two year,No,Bank transfer,No,46.39,715.04,0,No
C102535,1,Yes,21,One year,DSL,Electronic check,No,84.13,1750.06,0,Yes
C102536,0,No,37,One year,Fiber optic,Electronic check,No,67.08,2493.22,0,No
C102537,0,No,57,Month-to-month,DSL,Credit card,No,83.05,4739.32,0,No
C102538,0,No,42,Month-to-month,Fiber optic,Electronic check,Yes,80.18,3393.37,2,Yes
C102539,1,No,16,Month-to-month,Fiber optic,Electronic check,Yes,57.22,892.47,1,Yes
C102540,0,Yes,52,Month-to-month,No,Electronic check,Yes,26.24,1340.09,0,No
C102541,0,Yes,50,Month-to-month,DSL,Electronic check,No,23.63,1194.6,3,Yes
C102542,0,No,17,Month-to-month,DSL,Electronic check,Yes,130.0,2190.03,1,Yes
C102543,0,No,62,Month-to-month,DSL,Credit card,No,114.35,7074.61,0,No
C102544,0,Yes,61,Month-to-month,DSL,Mailed check,No,110.21,6676.39,1,Yes
C102545,0,Yes,44,Month-to-month,Fiber optic,Mailed check,No,49.76,2196.71,1,Yes
C102546,0,Yes,21,Two year,No,Bank transfer,Yes,70.29,1514.62,2,No
C102547,0,No,25,Month-to-month,DSL,Mailed check,Yes,45.54,1112.77,1,Yes
C102548,0,Yes,32,Month-to-month,DSL,Bank transfer,Yes,30.64,1006.02,4,Yes
C102549,0,No,13,Month-to-month,DSL,Bank transfer,Yes,52.34,678.94,2,Yes
C102550,0,Yes,22,Month-to-month,Fiber optic,Bank transfer,No,109.79,2371.24,2,Yes
C102551,0,No,9,Month-to-month,Fiber optic,Bank transfer,No,95.22,834.61,0,No
C102552,0,Yes,11,One year,Fiber optic,Credit card,Yes,40.9,425.99,0,No
C102553,0,No,54,Two year,Fiber optic,Bank transfer,Yes,60.56,3262.33,2,No
C102554,1,Yes,9,Month-to-month,DSL,Credit card,Yes,92.47,842.72,1,Yes
C102555,0,No,34,One year,No,Electronic check,No,52.87,1843.8,0,No
C102556,0,Yes,31,Month-to-month,Fiber optic,Bank transfer,Yes,72.39,2208.31,0,No
C102557,1,No,3,Month-to-month,Fiber optic,Bank transfer,No,82.06,234.06,0,Yes
C102558,0,Yes,60,Month-to-month,DSL,Electronic check,No,81.73,4881.4,3,No
C102559,0,No,71,Month-to-month,Fiber optic,Credit card,No,77.62,5479.32,2,No
C102560,1,Yes,46,One year,No,Electronic check,No,50.39,2320.33,2,No
C102561,1,Yes,49,One year,Fiber optic,Electronic check,Yes,53.47,2620.07,1,No
C102562,0,No,16,One year,Fiber optic,Credit card,Yes,35.99,530.49,0,No
C102563,1,No,61,Month-to-month,Fiber optic,Electronic check,No,23.16,1413.21,0,No
C102564,0,No,57,One year,No,Mailed check,No,66.56,3763.79,0,No
C102565,0,No,31,Month-to-month,Fiber optic,Mailed check,Yes,94.49,2929.49,1,No
C102566,0,Yes,51,Month-to-month,DSL,Credit card,Yes,28.59,1489.83,3,No
C102567,0,No,69,Month-to-month,Fiber optic,Mailed check,No,78.19,5406.69,0,No
C102568,0,No,44,One year,Fiber optic,Bank transfer,No,93.54,4120.2,1,Yes
C102569,0,No,14,Two year,No,Credit card,Yes,18.0,238.78,1,No
C102570,0,No,24,Month-to-month,Fiber optic,Bank transfer,Yes,61.88,1486.79,1,No
C102571,0,No,13,One year,Fiber optic,Credit card,No,119.39,1566.15,0,Yes
C102572,0,Yes,24,One year,DSL,Credit card,Yes,86.56,2089.04,3,No
C102573,0,No,64,Two year,No,Mailed check,Yes,18.0,1149.52,1,No
C102574,0,Yes,13,Month-to-month,Fiber optic,Credit card,No,89.75,1172.18,1,Yes
C102575,0,Yes,65,One year,Fiber optic,Mailed check,Yes,47.57,3059.14,1,No
C102576,0,No,20,One year,No,Electronic check,Yes,90.74,1796.44,3,No
C102577,0,Yes,36,Two year,DSL,Electronic check,Yes,49.3,1792.49,2,No
C102578,1,Yes,38,Month-to-month,No,Bank transfer,Yes,68.41,2620.63,1,Yes
C102579,1,Yes,9,Two year,DSL,Electronic check,No,53.87,487.17,1,Yes
C102580,0,No,13,Month-to-month,DSL,Bank transfer,Yes,70.09,948.14,1,No
C102581,0,Yes,22,Two year,Fiber optic,Mailed check,Yes,52.98,1178.26,1,No
C102582,0,No,4,Month-to-month,Fiber optic,Mailed check,No,63.29,247.33,1,Yes
C102583,0,Yes,55,Month-to-month,DSL,Electronic check,Yes,34.73,1879.66,1,No
C102584,0,No,39,Month-to-month,DSL,Credit card,Yes,84.72,3340.05,1,No
C102585,0,No,61,Month-to-month,No,Mailed check,Yes,75.26,4610.12,1,No
C102586,1,Yes,63,Month-to-month,DSL,Electronic check,Yes,21.5,1399.46,1,No
C102587,0,No,25,Month-to-month,Fiber optic,Mailed check,No,99.79,2548.92,1,Yes
C102588,0,No,59,Month-to-month,DSL,Mailed check,No,64.71,3785.72,1,No
C102589,0,Yes,4,Month-to-month,DSL,Bank transfer,No,74.85,267.29,1,Yes
C102590,0,No,31,One year,Fiber optic,Mailed check,Yes,92.94,2809.56,2,No
C102591,0,No,48,Two year,No,Electronic check,Yes,79.85,3855.76,0,No
C102592,0,No,34,One year,DSL,Credit card,Yes,104.96,3585.05,0,No
C102593,0,Yes,53,Month-to-month,Fiber optic,Mailed check,No,61.2,3246.04,4,Yes
C102594,0,Yes,62,Month-to-month,DSL,Electronic check,Yes,101.03,6233.21,3,Yes
C102595,0,Yes,30,Two year,DSL,Bank transfer,Yes,73.69,2208.47,0,No
C102596,0,Yes,20,Month-to-month,No,Bank transfer,Yes,85.23,1709.22,2,Yes
C102597,0,Yes,42,Month-to-month,Fiber optic,Bank transfer,Yes,82.11,3468.19,1,Yes
C102598,0,Yes,63,Two year,DSL,Mailed check,Yes,107.22,6761.68,1,No
C102599,0,Yes,72,Two year,DSL,Mailed check,No,91.64,6614.68,4,No
C102600,0,Yes,59,Month-to-month,DSL,Mailed check,No,56.71,3342.79,0,No
C102601,0,Yes,17,One year,Fiber optic,Electronic check,No,50.76,892.46,0,Yes
C102602,0,No,14,Month-to-month,No,Electronic check,No,68.51,974.93,1,Yes
